# Original teaching content. level|word|reading|German meaning|type|category|usage notes|Japanese 1|romaji 1|German 1|Japanese 2|romaji 2|German 2|optional verb group
N5|他|ほか|andere; sonstige; sonst|Nomen|Abstrakt|Auch 外 oder ほか; für weitere Dinge oder Möglichkeiten.|他の本を見せてください。|Hoka no hon o misete kudasai.|Zeigen Sie mir bitte ein anderes Buch.|他に質問はありますか。|Hoka ni shitsumon wa arimasu ka.|Gibt es sonst noch Fragen?
N5|被る|かぶる|aufsetzen; auf dem Kopf tragen|Verb|Alltag|Godan-Verb; die Lesung こうむる bedeutet etwas erleiden.|帽子を被ってください。|Boushi o kabutte kudasai.|Setzen Sie bitte einen Hut auf.|子供は赤い帽子を被っています。|Kodomo wa akai boushi o kabutte imasu.|Das Kind trägt einen roten Hut.|godan
N5|やる|やる|machen; tun (locker)|Verb|Handlung|Umgangssprachlicher als する; gegenüber Vorgesetzten kann es zu direkt wirken.|宿題をやってから遊びます。|Shukudai o yatte kara asobimasu.|Ich spiele, nachdem ich die Hausaufgaben gemacht habe.|今日は何をやりますか。|Kyou wa nani o yarimasu ka.|Was machen wir heute?|godan
N5|火|ひ|Feuer|Nomen|Natur|Nicht mit 日（ひ、Tag）verwechseln.|火を消してください。|Hi o keshite kudasai.|Löschen Sie bitte das Feuer.|火の近くに行かないでください。|Hi no chikaku ni ikanaide kudasai.|Gehen Sie bitte nicht in die Nähe des Feuers.
N5|日|ひ|Tag; Sonne|Nomen|Zeit|Eigenständige Lesung ひ; in Datumsangaben und Zusammensetzungen gelten andere Lesungen.|今日はいい日でした。|Kyou wa ii hi deshita.|Heute war ein guter Tag.|日が長くなりました。|Hi ga nagaku narimashita.|Die Tage sind länger geworden.
N5|一人|ひとり|eine Person; allein|Nomen|Menschen|Unregelmäßige Personenanzahl; 一人で bedeutet allein.|一人で日本に来ました。|Hitori de Nihon ni kimashita.|Ich bin allein nach Japan gekommen.|教室に学生が一人います。|Kyoushitsu ni gakusei ga hitori imasu.|Im Klassenzimmer ist ein Student.
N5|二人|ふたり|zwei Personen|Nomen|Menschen|Unregelmäßige Personenanzahl; 二人で bedeutet zu zweit.|友達と二人で旅行します。|Tomodachi to futari de ryokou shimasu.|Ich verreise mit einem Freund zu zweit.|部屋に子供が二人います。|Heya ni kodomo ga futari imasu.|Im Zimmer sind zwei Kinder.
N5|二十歳|はたち|zwanzig Jahre alt|Nomen|Zahlen|Die besondere Alterslesung はたち; 二十 allein heißt にじゅう.|私は今年、二十歳になります。|Watashi wa kotoshi, hatachi ni narimasu.|Ich werde dieses Jahr zwanzig.|兄は二十歳です。|Ani wa hatachi desu.|Mein älterer Bruder ist zwanzig Jahre alt.
N5|半|はん|halb; Hälfte|Nomen|Zahlen|Bei Uhrzeiten bedeutet 七時半 halb acht, also 7:30.|毎朝、七時半に起きます。|Maiasa, shichiji han ni okimasu.|Ich stehe jeden Morgen um halb acht auf.|授業は一時間半です。|Jugyou wa ichijikan han desu.|Der Unterricht dauert anderthalb Stunden.
N5|一日|いちにち|ein Tag; den ganzen Tag|Nomen|Zeit|Dauerlesung いちにち; der erste Tag des Monats heißt ついたち.|一日中、家にいました。|Ichinichijuu, ie ni imashita.|Ich war den ganzen Tag zu Hause.|この薬は一日に三回飲みます。|Kono kusuri wa ichinichi ni sankai nomimasu.|Diese Medizin nimmt man dreimal am Tag.
N5|一日|ついたち|der erste Tag des Monats|Nomen|Zeit|Kalenderlesung; eine Dauer von einem Tag heißt いちにち.|今日は五月一日です。|Kyou wa gogatsu tsuitachi desu.|Heute ist der erste Mai.|店は一日に休みます。|Mise wa tsuitachi ni yasumimasu.|Das Geschäft ist am Ersten geschlossen.
N5|パーティー|パーティー|Party; Feier|Nomen|Freizeit|Auch パーティ geschrieben.|土曜日にパーティーをします。|Doyoubi ni paatii o shimasu.|Am Samstag feiern wir eine Party.|パーティーに友達を呼びました。|Paatii ni tomodachi o yobimashita.|Ich habe Freunde zur Party eingeladen.
N5|ページ|ページ|Seite eines Buches|Nomen|Bildung|Auch als Zähleinheit, etwa 十ページ（zehn Seiten）.|十ページを開いてください。|Juppeeji o hiraite kudasai.|Schlagen Sie bitte Seite zehn auf.|毎日、五ページ読みます。|Mainichi, gopeeji yomimasu.|Ich lese jeden Tag fünf Seiten.
N5|ボタン|ボタン|Knopf; Taste|Nomen|Alltag|Für Kleidungsknöpfe und Tasten an Geräten.|このボタンを押してください。|Kono botan o oshite kudasai.|Drücken Sie bitte diese Taste.|シャツのボタンが取れました。|Shatsu no botan ga toremashita.|Ein Knopf ist vom Hemd abgegangen.
N5|クラス|クラス|Klasse; Kurs|Nomen|Bildung|Nicht mit 暮らす（くらす、leben）verwechseln.|私のクラスには二十人います。|Watashi no kurasu ni wa nijuunin imasu.|In meiner Klasse sind zwanzig Personen.|日本語のクラスは月曜日です。|Nihongo no kurasu wa getsuyoubi desu.|Der Japanischkurs ist am Montag.
N5|すぐに|すぐに|sofort; gleich|Adverb|Zeit|Auch 直ぐに; に kann oft entfallen.|すぐに帰ります。|Sugu ni kaerimasu.|Ich komme gleich zurück.|分からない時はすぐに聞いてください。|Wakaranai toki wa sugu ni kiite kudasai.|Fragen Sie bitte sofort, wenn Sie etwas nicht verstehen.
N5|など|など|und so weiter; zum Beispiel|Partikel|Kommunikation|Kennzeichnet eine nicht vollständige Aufzählung.|りんごやバナナなどを買いました。|Ringo ya banana nado o kaimashita.|Ich habe Äpfel, Bananen und anderes gekauft.|休みの日は本などを読みます。|Yasumi no hi wa hon nado o yomimasu.|An freien Tagen lese ich zum Beispiel Bücher.
N5|だけ|だけ|nur; lediglich|Partikel|Abstrakt|Begrenzt eine Menge oder Auswahl.|水だけ飲みました。|Mizu dake nomimashita.|Ich habe nur Wasser getrunken.|五分だけ待ってください。|Gofun dake matte kudasai.|Warten Sie bitte nur fünf Minuten.
N5|より|より|als; im Vergleich zu|Partikel|Vergleich|Vergleichsmuster: AはBより～です.|今日は昨日より暖かいです。|Kyou wa kinou yori atatakai desu.|Heute ist es wärmer als gestern.|電車はバスより速いです。|Densha wa basu yori hayai desu.|Der Zug ist schneller als der Bus.
N5|さん|さん|Herr; Frau; höfliche Namensanrede|Ausdruck|Menschen|Nach einem Namen; normalerweise nicht nach dem eigenen Namen.|田中さんは先生です。|Tanaka-san wa sensei desu.|Herr oder Frau Tanaka ist Lehrperson.|山田さんに電話しました。|Yamada-san ni denwa shimashita.|Ich habe Herrn oder Frau Yamada angerufen.
N5|お巡りさん|おまわりさん|Polizist; Polizistin (alltagssprachlich)|Nomen|Beruf|Freundliche Alltagsbezeichnung für Polizeibeamte.|お巡りさんに道を聞きました。|Omawarisan ni michi o kikimashita.|Ich habe eine Polizeibeamtin nach dem Weg gefragt.|お巡りさんは交番にいます。|Omawarisan wa kouban ni imasu.|Der Polizist ist in der Polizeistation.
N5|どういたしまして|どういたしまして|bitte sehr; gern geschehen|Ausdruck|Kommunikation|Antwort auf einen Dank.|「ありがとう。」「どういたしまして。」|Arigatou. Dou itashimashite.|„Danke.“ – „Gern geschehen.“|「手伝ってくれてありがとう。」「どういたしまして。」|Tetsudatte kurete arigatou. Dou itashimashite.|„Danke für deine Hilfe.“ – „Gern geschehen.“
N5|失礼します|しつれいします|entschuldigen Sie; ich verabschiede mich|Ausdruck|Kommunikation|Etwa beim Betreten oder Verlassen eines Büros oder beim Beenden eines Telefonats.|失礼します。入ってもいいですか。|Shitsurei shimasu. Haitte mo ii desu ka.|Entschuldigen Sie. Darf ich hereinkommen?|それでは、失礼します。|Soredewa, shitsurei shimasu.|Dann verabschiede ich mich.
N5|おやすみなさい|おやすみなさい|gute Nacht|Ausdruck|Kommunikation|Gruß vor dem Schlafengehen; auch お休みなさい.|もう寝ます。おやすみなさい。|Mou nemasu. Oyasuminasai.|Ich gehe jetzt schlafen. Gute Nacht.|おやすみなさい。また明日。|Oyasuminasai. Mata ashita.|Gute Nacht. Bis morgen.
N4|夫|おっと|mein Mann; Ehemann|Nomen|Familie|Für den eigenen Ehemann; gegenüber anderen neutraler als 主人.|夫は今、仕事中です。|Otto wa ima, shigotochuu desu.|Mein Mann arbeitet gerade.|夫と家事を分けています。|Otto to kaji o wakete imasu.|Ich teile mir die Hausarbeit mit meinem Mann.
N4|妻|つま|meine Frau; Ehefrau|Nomen|Familie|Für die eigene Ehefrau; 奥さん bezeichnet meist die Frau einer anderen Person.|妻は図書館で働いています。|Tsuma wa toshokan de hataraite imasu.|Meine Frau arbeitet in der Bibliothek.|妻と旅行の計画を立てました。|Tsuma to ryokou no keikaku o tatemashita.|Ich habe mit meiner Frau eine Reise geplant.
N4|彼|かれ|er; Freund (Partner)|Nomen|Menschen|Kann einen männlichen Partner bezeichnen; Namen werden im Japanischen oft einem Pronomen vorgezogen.|彼は私と同じ大学に通っています。|Kare wa watashi to onaji daigaku ni kayotte imasu.|Er besucht dieselbe Universität wie ich.|彼と映画を見に行きました。|Kare to eiga o mi ni ikimashita.|Ich bin mit meinem Freund ins Kino gegangen.
N4|僕|ぼく|ich (meist männlich)|Nomen|Menschen|Weniger formell als 私; je nach Situation vor allem von Jungen und Männern verwendet.|僕はサッカーが好きです。|Boku wa sakkaa ga suki desu.|Ich mag Fußball.|そのかばんは僕のです。|Sono kaban wa boku no desu.|Diese Tasche gehört mir.
N4|君|きみ|du|Nomen|Menschen|Vertraulich oder von einer höhergestellten Person verwendet; gegenüber Fremden häufig unpassend.|君はどう思う？|Kimi wa dou omou?|Was denkst du?|君と話せてよかった。|Kimi to hanasete yokatta.|Es war schön, mit dir sprechen zu können.
N4|娘|むすめ|Tochter; junge Frau|Nomen|Familie|Über die eigene Tochter; höflich über die Tochter anderer: 娘さん.|娘は来年、小学校に入ります。|Musume wa rainen, shougakkou ni hairimasu.|Meine Tochter kommt nächstes Jahr in die Grundschule.|娘と一緒にケーキを作りました。|Musume to issho ni keeki o tsukurimashita.|Ich habe mit meiner Tochter Kuchen gebacken.
N4|子|こ|Kind|Nomen|Menschen|Auch für Tierjunge; あの子 bezeichnet dieses oder jenes Kind.|あの子はよく本を読みます。|Ano ko wa yoku hon o yomimasu.|Dieses Kind liest viel.|小さい子にも分かるように説明しました。|Chiisai ko ni mo wakaru you ni setsumei shimashita.|Ich habe es so erklärt, dass auch kleine Kinder es verstehen.
N4|お宅|おたく|Ihr Zuhause; Ihre Familie|Nomen|Wohnen|Höflicher Bezug auf das Haus des Gegenübers; nicht die Fankultur-Bedeutung von オタク.|明日、お宅に伺ってもいいですか。|Ashita, otaku ni ukagatte mo ii desu ka.|Darf ich Sie morgen zu Hause besuchen?|お宅は駅から近いですか。|Otaku wa eki kara chikai desu ka.|Wohnen Sie in der Nähe des Bahnhofs?
N4|ご主人|ごしゅじん|Ihr Ehemann; ihr Ehemann|Nomen|Familie|Traditionelle höfliche Bezeichnung für den Ehemann einer anderen Person.|ご主人はお元気ですか。|Goshujin wa ogenki desu ka.|Geht es Ihrem Mann gut?|ご主人も一緒にいらっしゃいますか。|Goshujin mo issho ni irasshaimasu ka.|Kommt Ihr Mann auch mit?
N4|会場|かいじょう|Veranstaltungsort; Saal|Nomen|Ort|Der Ort einer Veranstaltung, Prüfung oder Versammlung.|試験会場は駅の近くです。|Shiken kaijou wa eki no chikaku desu.|Der Prüfungsort liegt in der Nähe des Bahnhofs.|会場に入る前に名前を書いてください。|Kaijou ni hairu mae ni namae o kaite kudasai.|Tragen Sie Ihren Namen ein, bevor Sie den Saal betreten.
N4|帰り|かえり|Rückweg; Heimkehr|Nomen|Bewegung|帰りに bedeutet auf dem Rückweg.|帰りにスーパーに寄ります。|Kaeri ni suupaa ni yorimasu.|Auf dem Rückweg gehe ich noch in den Supermarkt.|帰りの電車は混んでいました。|Kaeri no densha wa konde imashita.|Der Zug auf dem Rückweg war voll.
N4|一度|いちど|einmal|Adverb|Zahlen|一度も～ない bedeutet kein einziges Mal.|一度、日本に行ったことがあります。|Ichido, Nihon ni itta koto ga arimasu.|Ich war schon einmal in Japan.|この店には一度も来たことがありません。|Kono mise ni wa ichido mo kita koto ga arimasen.|Ich war noch nie in diesem Geschäft.
N4|以内|いない|innerhalb; höchstens|Nomen|Zeit|Nach einer Menge oder Zeitangabe; schließt den Grenzwert ein.|一時間以内に戻ります。|Ichijikan inai ni modorimasu.|Ich komme innerhalb einer Stunde zurück.|五百円以内で昼ご飯を買いたいです。|Gohyaku en inai de hirugohan o kaitai desu.|Ich möchte Mittagessen für höchstens 500 Yen kaufen.
N4|表|おもて|Vorderseite; Außenseite|Nomen|Ort|Gegensatz 裏; 表 als Tabelle wird ひょう gelesen.|紙の表に名前を書いてください。|Kami no omote ni namae o kaite kudasai.|Schreiben Sie Ihren Namen auf die Vorderseite des Blattes.|店の表で待っています。|Mise no omote de matte imasu.|Ich warte vor dem Geschäft.
N4|校長|こうちょう|Schulleiter; Schulleiterin|Nomen|Bildung|校長先生 ist eine respektvolle Anrede.|校長先生が体育館で話しました。|Kouchou-sensei ga taiikukan de hanashimashita.|Die Schulleiterin hat in der Turnhalle gesprochen.|校長に手紙を書きました。|Kouchou ni tegami o kakimashita.|Ich habe dem Schulleiter einen Brief geschrieben.
N4|部長|ぶちょう|Abteilungsleiter; Abteilungsleiterin|Nomen|Arbeit|Position über 課長 in vielen Firmen; auch Leitung eines Schulclubs.|部長に予定を確認しました。|Buchou ni yotei o kakunin shimashita.|Ich habe die Planung mit der Abteilungsleiterin abgeklärt.|部長は今、会議に出ています。|Buchou wa ima, kaigi ni dete imasu.|Der Abteilungsleiter ist gerade in einer Besprechung.
N4|新聞社|しんぶんしゃ|Zeitungsverlag; Zeitungsredaktion|Nomen|Medien|Das Unternehmen hinter einer Zeitung.|兄は新聞社で働いています。|Ani wa shinbunsha de hataraite imasu.|Mein älterer Bruder arbeitet bei einer Zeitung.|新聞社から電話がありました。|Shinbunsha kara denwa ga arimashita.|Es kam ein Anruf von der Zeitungsredaktion.
N4|米|こめ|ungekochter Reis|Nomen|Essen|Gekochter Reis heißt gewöhnlich ご飯.|米を洗ってから炊きます。|Kome o aratte kara takimasu.|Ich wasche den Reis vor dem Kochen.|この米は日本で作られました。|Kono kome wa Nihon de tsukuraremashita.|Dieser Reis wurde in Japan angebaut.
N4|毛|け|Haar; Fell|Nomen|Körper|Für einzelne Haare oder Tierfell; Kopfhaar heißt 髪.|この猫の毛は柔らかいです。|Kono neko no ke wa yawarakai desu.|Das Fell dieser Katze ist weich.|服に犬の毛が付いています。|Fuku ni inu no ke ga tsuite imasu.|An der Kleidung hängen Hundehaare.
N4|小鳥|ことり|kleiner Vogel|Nomen|Natur|Kleine Vögel, besonders Sing- oder Ziervögel.|庭で小鳥が鳴いています。|Niwa de kotori ga naite imasu.|Im Garten zwitschern kleine Vögel.|窓から小鳥が見えました。|Mado kara kotori ga miemashita.|Vom Fenster aus konnte ich einen kleinen Vogel sehen.
N4|力|ちから|Kraft; Stärke; Fähigkeit|Nomen|Abstrakt|力を入れる kann körperlichen oder geistigen Einsatz meinen.|この箱を持つには力が必要です。|Kono hako o motsu ni wa chikara ga hitsuyou desu.|Man braucht Kraft, um diese Kiste zu tragen.|皆で力を合わせましょう。|Mina de chikara o awasemashou.|Bündeln wir unsere Kräfte.
N4|線|せん|Linie; Strecke|Nomen|Abstrakt|Für gezeichnete Linien und Verkehrsverbindungen.|赤い線の後ろで待ってください。|Akai sen no ushiro de matte kudasai.|Warten Sie bitte hinter der roten Linie.|紙にまっすぐな線を引きます。|Kami ni massugu na sen o hikimasu.|Ich ziehe eine gerade Linie auf dem Papier.
N4|点|てん|Punkt; Punktzahl; Aspekt|Nomen|Bildung|試験の点 für Prüfungspunkte; この点 für diesen Aspekt.|試験で九十点を取りました。|Shiken de kyuujuuten o torimashita.|Ich habe bei der Prüfung 90 Punkte erreicht.|分からない点を質問してください。|Wakaranai ten o shitsumon shite kudasai.|Fragen Sie bitte nach den Punkten, die Sie nicht verstehen.
N4|別|べつ|anders; getrennt; ein anderer|Nomen|Vergleich|別の vor einem Nomen; 別々に bedeutet getrennt voneinander.|別の日に会いましょう。|Betsu no hi ni aimashou.|Treffen wir uns an einem anderen Tag.|これは別の問題です。|Kore wa betsu no mondai desu.|Das ist ein anderes Problem.
N4|変|へん|seltsam; merkwürdig|Adjektiv|Eigenschaften|な-Adjektiv: 変な音; nicht mit 辺（Umgebung）verwechseln.|外で変な音がしました。|Soto de hen na oto ga shimashita.|Draußen war ein seltsames Geräusch zu hören.|この文章は少し変です。|Kono bunshou wa sukoshi hen desu.|Dieser Satz klingt etwas merkwürdig.
N4|昔|むかし|früher; alte Zeiten|Nomen|Zeit|Bezieht sich auf eine weiter zurückliegende Zeit.|昔、この町に住んでいました。|Mukashi, kono machi ni sunde imashita.|Früher habe ich in dieser Stadt gewohnt.|祖父から昔の話を聞きました。|Sofu kara mukashi no hanashi o kikimashita.|Mein Großvater hat mir von früher erzählt.
N4|昼間|ひるま|tagsüber; Tageszeit|Nomen|Zeit|Die helle Tageszeit im Gegensatz zur Nacht.|昼間は家にいません。|Hiruma wa ie ni imasen.|Tagsüber bin ich nicht zu Hause.|昼間は暖かいですが、夜は寒いです。|Hiruma wa atatakai desu ga, yoru wa samui desu.|Tagsüber ist es warm, aber nachts kalt.
N4|林|はやし|Wäldchen; Gehölz|Nomen|Natur|Meist kleiner oder lichter als 森.|家の後ろに林があります。|Ie no ushiro ni hayashi ga arimasu.|Hinter dem Haus ist ein Wäldchen.|林の中を歩きました。|Hayashi no naka o arukimashita.|Ich bin durch das Wäldchen gegangen.
N4|喉|のど|Hals; Kehle|Nomen|Körper|喉が渇く bedeutet Durst haben.|喉が痛いので、今日は話せません。|Nodo ga itai node, kyou wa hanasemasen.|Weil mein Hals wehtut, kann ich heute nicht sprechen.|喉が渇きました。水をください。|Nodo ga kawakimashita. Mizu o kudasai.|Ich habe Durst. Geben Sie mir bitte Wasser.
N4|ご存じ|ごぞんじ|wissen; kennen (respektvoll)|Ausdruck|Kommunikation|Auch ご存知; respektvolle Form von 知っている.|この方をご存じですか。|Kono kata o gozonji desu ka.|Kennen Sie diese Person?|先生はその話をご存じです。|Sensei wa sono hanashi o gozonji desu.|Die Lehrperson kennt diese Geschichte.
N4|引き出す|ひきだす|herausziehen; abheben; hervorlocken|Verb|Handlung|Geld abheben: お金を引き出す.|銀行でお金を引き出しました。|Ginkou de okane o hikidashimashita.|Ich habe bei der Bank Geld abgehoben.|机の下から箱を引き出しました。|Tsukue no shita kara hako o hikidashimashita.|Ich habe die Kiste unter dem Tisch hervorgezogen.|godan
N4|降り出す|ふりだす|zu regnen oder zu schneien anfangen|Verb|Wetter|Subjekt ist meist 雨 oder 雪.|帰る途中で雨が降り出しました。|Kaeru tochuu de ame ga furidashimashita.|Auf dem Heimweg fing es an zu regnen.|雪が降り出す前に出発しましょう。|Yuki ga furidasu mae ni shuppatsu shimashou.|Fahren wir los, bevor es anfängt zu schneien.|godan
N4|向かう|むかう|sich auf den Weg machen; sich zuwenden|Verb|Bewegung|Ziel mit に oder へ; oft ～に向かって.|今、駅に向かっています。|Ima, eki ni mukatte imasu.|Ich bin gerade auf dem Weg zum Bahnhof.|学生は黒板に向かって座っています。|Gakusei wa kokuban ni mukatte suwatte imasu.|Die Studierenden sitzen der Tafel zugewandt.|godan
N4|申し上げる|もうしあげる|sagen; mitteilen (bescheiden)|Verb|Kommunikation|Bescheidene Form für die eigene Äußerung gegenüber einer höhergestellten Person.|心からお礼を申し上げます。|Kokoro kara orei o moushiagemasu.|Ich danke Ihnen von Herzen.|詳しいことは明日申し上げます。|Kuwashii koto wa ashita moushiagemasu.|Die Einzelheiten teile ich Ihnen morgen mit.|ichidan
N4|だから|だから|deshalb; darum|Ausdruck|Kommunikation|Verknüpft einen Grund mit seiner Folge; höflicher ですから.|今日は休みです。だから、家にいます。|Kyou wa yasumi desu. Dakara, ie ni imasu.|Heute habe ich frei. Deshalb bin ich zu Hause.|雨だから、傘を持って行きます。|Ame dakara, kasa o motte ikimasu.|Weil es regnet, nehme ich einen Schirm mit.
N4|すると|すると|daraufhin; dann|Ausdruck|Kommunikation|Leitet eine folgende, oft neu bemerkte Situation ein.|窓を開けました。すると、猫が入ってきました。|Mado o akemashita. Suruto, neko ga haitte kimashita.|Ich öffnete das Fenster. Daraufhin kam eine Katze herein.|ボタンを押します。すると、ドアが開きます。|Botan o oshimasu. Suruto, doa ga akimasu.|Man drückt die Taste. Dann öffnet sich die Tür.
N4|それで|それで|deshalb; und dann|Ausdruck|Kommunikation|Verknüpft Ursache und Folge oder fragt nach der Fortsetzung einer Geschichte.|電車が止まりました。それで遅れました。|Densha ga tomarimashita. Sorede okuremashita.|Der Zug blieb stehen. Deshalb kam ich zu spät.|それで、どうなりましたか。|Sorede, dou narimashita ka.|Und wie ging es dann weiter?
N4|それに|それに|außerdem; dazu|Ausdruck|Kommunikation|Fügt einen weiteren Grund oder eine weitere Eigenschaft hinzu.|この店は安いです。それに、おいしいです。|Kono mise wa yasui desu. Soreni, oishii desu.|Dieses Restaurant ist günstig. Außerdem schmeckt das Essen gut.|今日は寒いです。それに風も強いです。|Kyou wa samui desu. Soreni kaze mo tsuyoi desu.|Heute ist es kalt. Außerdem weht starker Wind.
N4|そんな|そんな|solch; so ein|Adjektiv|Eigenschaften|Vor einem Nomen; bezieht sich auf etwas beim Gegenüber oder zuvor Erwähntes.|そんな話は聞いたことがありません。|Sonna hanashi wa kiita koto ga arimasen.|So eine Geschichte habe ich noch nie gehört.|そんなことを言わないでください。|Sonna koto o iwanaide kudasai.|Sagen Sie bitte so etwas nicht.
N4|あんな|あんな|solch; so ein dort|Adjektiv|Eigenschaften|Vor einem Nomen; verweist auf etwas Entfernteres oder gemeinsam Erinnertes.|あんな家に住みたいです。|Anna ie ni sumitai desu.|Ich möchte in so einem Haus wohnen.|あんなに大きい犬は初めて見ました。|Anna ni ookii inu wa hajimete mimashita.|So einen großen Hund habe ich zum ersten Mal gesehen.
N4|そんなに|そんなに|so sehr; so viel|Adverb|Art und Weise|Betont einen Grad; oft auch in verneinten Aussagen.|そんなに急がなくてもいいです。|Sonna ni isoganakute mo ii desu.|Sie brauchen sich nicht so zu beeilen.|そんなに高いとは思いませんでした。|Sonna ni takai to wa omoimasen deshita.|Ich hätte nicht gedacht, dass es so teuer ist.
N4|だいぶ|だいぶ|ziemlich; erheblich|Adverb|Art und Weise|Auch 大分; oft für eine deutliche Veränderung.|日本語がだいぶ分かるようになりました。|Nihongo ga daibu wakaru you ni narimashita.|Ich verstehe inzwischen erheblich mehr Japanisch.|風邪はだいぶよくなりました。|Kaze wa daibu yoku narimashita.|Meine Erkältung ist deutlich besser geworden.
N4|もし|もし|falls; wenn|Adverb|Abstrakt|Verstärkt eine Bedingung, etwa mit ～たら oder ～なら.|もし雨が降ったら、家にいます。|Moshi ame ga futtara, ie ni imasu.|Falls es regnet, bleibe ich zu Hause.|もし時間があれば、手伝ってください。|Moshi jikan ga areba, tetsudatte kudasai.|Wenn Sie Zeit haben, helfen Sie bitte.
N4|または|または|oder|Ausdruck|Kommunikation|Verbindet Alternativen, besonders in sachlichen Hinweisen.|ペンまたは鉛筆で書いてください。|Pen mata wa enpitsu de kaite kudasai.|Schreiben Sie bitte mit Kugelschreiber oder Bleistift.|月曜日または火曜日に来てください。|Getsuyoubi mata wa kayoubi ni kite kudasai.|Kommen Sie bitte am Montag oder Dienstag.
N4|ため|ため|Zweck; Nutzen; Grund|Nomen|Abstrakt|～のために kann für jemanden oder für einen Zweck bedeuten.|家族のために料理を作ります。|Kazoku no tame ni ryouri o tsukurimasu.|Ich koche für meine Familie.|試験に合格するために勉強しています。|Shiken ni goukaku suru tame ni benkyou shite imasu.|Ich lerne, um die Prüfung zu bestehen.
N4|はず|はず|Erwartung; sollte eigentlich|Nomen|Abstrakt|Begründete Erwartung: ～はずです; keine Verpflichtung.|田中さんはもう家にいるはずです。|Tanaka-san wa mou ie ni iru hazu desu.|Herr oder Frau Tanaka müsste inzwischen zu Hause sein.|今日は店が開いているはずです。|Kyou wa mise ga aite iru hazu desu.|Das Geschäft müsste heute geöffnet sein.
N4|訳|わけ|Grund; Umstand; Bedeutung|Nomen|Abstrakt|In vielen Erklärungen und Wendungen; 訳（やく）bedeutet Übersetzung.|遅れた訳を教えてください。|Okureta wake o oshiete kudasai.|Nennen Sie mir bitte den Grund für die Verspätung.|高い物がいつもいい訳ではありません。|Takai mono ga itsumo ii wake de wa arimasen.|Teure Dinge sind nicht unbedingt immer gut.
N4|おかげ|おかげ|dank; hilfreicher Einfluss|Nomen|Abstrakt|Meist für einen günstigen Ausgang; ～のおかげで.|先生のおかげで合格できました。|Sensei no okage de goukaku dekimashita.|Dank meiner Lehrperson habe ich bestanden.|薬のおかげでよく眠れました。|Kusuri no okage de yoku nemuremashita.|Dank der Medizin konnte ich gut schlafen.
N4|おかしい|おかしい|seltsam; komisch; lustig|Adjektiv|Eigenschaften|Je nach Kontext merkwürdig oder zum Lachen.|時計の音がおかしいです。|Tokei no oto ga okashii desu.|Die Uhr macht ein seltsames Geräusch.|彼の話がおかしくて笑いました。|Kare no hanashi ga okashikute waraimashita.|Seine Geschichte war so lustig, dass ich gelacht habe.
N4|おもちゃ|おもちゃ|Spielzeug|Nomen|Freizeit|Auch 玩具; üblich ist die Hiragana-Schreibung.|子供がおもちゃで遊んでいます。|Kodomo ga omocha de asonde imasu.|Das Kind spielt mit Spielzeug.|おもちゃを箱に片付けてください。|Omocha o hako ni katazukete kudasai.|Räumen Sie das Spielzeug bitte in die Kiste.
N4|この間|このあいだ|neulich; letztens|Nomen|Zeit|Bezieht sich auf einen kürzlich vergangenen Zeitpunkt.|この間、駅で先生に会いました。|Kono aida, eki de sensei ni aimashita.|Neulich habe ich die Lehrperson am Bahnhof getroffen.|この間の写真を送ります。|Kono aida no shashin o okurimasu.|Ich schicke die Fotos von neulich.
N4|アクセサリー|アクセサリー|Schmuck; Accessoires|Nomen|Alltag|Kleine Gegenstände zum Schmücken der Kleidung oder des Körpers.|旅行先でアクセサリーを買いました。|Ryokousaki de akusesarii o kaimashita.|Ich habe auf der Reise Schmuck gekauft.|仕事中はアクセサリーを外します。|Shigotochuu wa akusesarii o hazushimasu.|Während der Arbeit lege ich den Schmuck ab.
N4|アナウンサー|アナウンサー|Nachrichtensprecher; Moderator|Nomen|Medien|Sprecher oder Moderator bei Radio und Fernsehen.|アナウンサーがニュースを読んでいます。|Anaunsaa ga nyuusu o yonde imasu.|Die Nachrichtensprecherin liest die Nachrichten.|将来はアナウンサーになりたいです。|Shourai wa anaunsaa ni naritai desu.|Ich möchte später Moderator werden.
N4|アルコール|アルコール|Alkohol|Nomen|Essen|Für alkoholische Getränke und den Stoff Alkohol.|この飲み物にはアルコールが入っていません。|Kono nomimono ni wa arukooru ga haitte imasen.|Dieses Getränk enthält keinen Alkohol.|運転するのでアルコールは飲みません。|Unten suru node arukooru wa nomimasen.|Ich trinke keinen Alkohol, weil ich fahre.
N4|エスカレーター|エスカレーター|Rolltreppe|Nomen|Wohnen|Von エレベーター（Aufzug）unterscheiden.|エスカレーターで二階に上がります。|Esukareetaa de nikai ni agarimasu.|Ich fahre mit der Rolltreppe in den zweiten Stock.|エスカレーターでは走らないでください。|Esukareetaa de wa hashiranaide kudasai.|Laufen Sie bitte nicht auf der Rolltreppe.
N4|オートバイ|オートバイ|Motorrad|Nomen|Verkehr|Auch バイク genannt.|兄はオートバイで会社に通っています。|Ani wa ootobai de kaisha ni kayotte imasu.|Mein älterer Bruder fährt mit dem Motorrad zur Arbeit.|オートバイに乗る時はヘルメットを被ります。|Ootobai ni noru toki wa herumetto o kaburimasu.|Beim Motorradfahren trage ich einen Helm.
